Keyword;Position;Search Volume;CPC;Competition;Traffic (%);Traffic Cost (%);Number of Results;Trends;SERP Features;Timestamp
how to host a react app;9;30;4.24;0.34;0.00;0.00;110000000;0.09,0.23,0.09,0.23,0.09,0.09,0.09,0.09,0.09,0.09,0.42,0.09;;1769315871
how to deploy react app;5;110;4.45;0.19;0.00;0.00;56800000;0.53,0.43,0.34,0.53,0.34,0.34,0.34,0.34,0.34,0.28,0.28,0.21;;1768486246
deploy vercel;2;30;6.98;0.16;0.00;0.00;4110000;0.18,1.00,0.18,0.18,0.18,0.36,0.18,0.18,0.18,0.18,0.18,0.18;;1767689749
vercel hosting free;38;90;4.45;0.22;0.00;0.00;3560000;0.05,0.05,0.05,0.05,0.05,0.05,1.00,0.05,0.05,0.05,1.00,0.05;;1769613087
vercel deployment;15;320;7.68;0.12;0.00;0.00;5530000;0.54,0.54,0.54,0.54,0.35,0.44,0.54,0.54,1.00,0.35,0.54,0.66;;1772536559
deploying to vercel;3;40;4.60;0.07;0.00;0.00;4970000;0.00,1.00,0.27,0.09,1.00,0.27,0.00,0.81,0.18,0.18,0.18,0.18;;1768959204
reactjs hosting;40;40;5.18;0.56;0.00;0.00;2070000;0.36,0.36,0.45,0.36,0.45,0.36,0.36,0.45,0.27,0.27,0.36,0.27;;1768885382
vercel website hosting;29;110;6.08;0.35;0.00;0.00;5300000;0.04,0.04,0.08,0.22,0.06,0.00,0.18,0.35,0.35,1.00,0.29,0.22;;1769389096
react router vercel;11;50;0.00;0.33;0.00;0.00;1530000;0.10,0.10,0.43,0.10,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04;;1768227788
vercel deployments;35;30;10.03;0.10;0.00;0.00;5010000;0.00,0.00,0.05,0.05,0.29,0.82,0.05,0.05,0.17,0.64,0.05,0.00;;1768309050
vercel tutorial;17;50;0.00;0.03;0.00;0.00;3750000;0.07,0.07,0.07,0.07,0.07,0.07,0.07,1.00,0.42,0.07,0.07,0.07;5;1772229013
deploy to vercel;23;90;4.60;0.07;0.00;0.00;4750000;0.35,0.05,0.53,1.00,0.05,0.53,0.05,0.35,0.05,0.05,0.00,0.00;;1769826764
deploy to vercel;28;90;4.60;0.07;0.00;0.00;4750000;0.35,0.05,0.53,1.00,0.05,0.53,0.05,0.35,0.05,0.05,0.00,0.00;;1769826764
how to deploy github project on vercel;60;50;0.00;0.14;0.00;0.00;2380000;0.21,0.65,0.21,0.21,0.21,0.06,0.06,0.06,0.06,0.06,0.06,0.06;;1767722196
what is vercel app;88;170;0.00;0.00;0.00;0.00;12800000;0.28,0.34,0.34,0.53,0.34,0.53,0.53,0.53,0.53,0.65,0.53,0.65;1;1767512353
what is vercel app;94;170;0.00;0.00;0.00;0.00;12800000;0.28,0.34,0.34,0.53,0.34,0.53,0.53,0.53,0.53,0.65,0.53,0.65;1;1767512353
free react hosting;7;40;4.10;0.50;0.00;0.00;143000000;0.04,0.05,0.02,0.02,0.04,0.02,0.05,0.09,0.05,0.06,0.12,0.04;;1771251358
how to deploy on vercel;10;140;0.00;0.03;0.00;0.00;4110000;0.02,0.11,0.14,0.02,0.21,0.02,0.02,0.02,0.26,1.00,0.02,0.02;;1767703913
